Date,Amount,Category,Description
8/14/2025,813.37,Utilities,Utilities expense
4/3/2023,641.74,Utilities,Utilities expense
10/15/2024,2834.16,Transport,Transport expense
5/27/2025,1349.38,Utilities,Utilities expense
4/16/2023,1100.54,Transport,Transport expense
1/17/2025,241.33,Shopping,Shopping expense
10/5/2025,4510.13,Education,Education expense
2/27/2023,2179.23,Food,Food expense
9/11/2025,2776.91,Entertainment,Entertainment expense
11/19/2023,3569.91,Health,Health expense
8/12/2024,4364.34,Transport,Transport expense
11/25/2025,2706.2,Utilities,Utilities expense
6/17/2025,1684.02,Health,Health expense
2/15/2024,196.17,Transport,Transport expense
9/20/2025,3328.76,Utilities,Utilities expense
3/20/2025,2088.55,Education,Education expense
4/20/2025,269.48,Education,Education expense
12/20/2023,619.39,Entertainment,Entertainment expense
11/25/2025,1728.97,Food,Food expense
3/28/2025,1206.13,Transport,Transport expense
3/4/2023,2334.89,Utilities,Utilities expense
9/18/2024,1175.9,Entertainment,Entertainment expense
11/19/2023,3627.18,Food,Food expense
4/12/2023,4804.42,Shopping,Shopping expense
8/14/2025,4192.11,Transport,Transport expense
10/12/2024,367.7,Food,Food expense
7/27/2024,1994.95,Education,Education expense
3/24/2025,2899.58,Shopping,Shopping expense
1/28/2024,4244.07,Food,Food expense
9/30/2024,4313.26,Health,Health expense
9/23/2025,1264.68,Entertainment,Entertainment expense
10/20/2024,2519.77,Education,Education expense
4/28/2024,4196.18,Shopping,Shopping expense
8/25/2023,3148.07,Transport,Transport expense
6/15/2023,2037.5,Education,Education expense
12/23/2025,3045.08,Transport,Transport expense
2/9/2025,2768.77,Education,Education expense
7/3/2023,1337.15,Utilities,Utilities expense
9/9/2025,1666.66,Transport,Transport expense
4/21/2024,4414.04,Food,Food expense
5/3/2024,2934.2,Entertainment,Entertainment expense
10/12/2023,1214.57,Entertainment,Entertainment expense
3/19/2023,1266.54,Health,Health expense
5/12/2025,2502.05,Shopping,Shopping expense
2/4/2023,3064.14,Food,Food expense
10/27/2025,4340.32,Utilities,Utilities expense
6/10/2024,3245.64,Transport,Transport expense
2/24/2023,4251.5,Entertainment,Entertainment expense
8/16/2024,2739.02,Transport,Transport expense
6/15/2025,1712.39,Entertainment,Entertainment expense
4/8/2024,4965.67,Health,Health expense
5/22/2025,1452.35,Entertainment,Entertainment expense
6/2/2023,3719.54,Transport,Transport expense
11/18/2025,448.98,Utilities,Utilities expense
1/30/2024,3474.71,Shopping,Shopping expense
9/21/2023,3844.74,Food,Food expense
4/9/2024,492.4,Shopping,Shopping expense
5/31/2023,3601.92,Education,Education expense
6/21/2024,3953.37,Shopping,Shopping expense
3/24/2023,3511.53,Shopping,Shopping expense
4/22/2023,1839.96,Food,Food expense
6/14/2024,3628.87,Education,Education expense
8/15/2023,3983.2,Food,Food expense
9/1/2025,596.42,Shopping,Shopping expense
11/16/2024,203.55,Health,Health expense
11/4/2025,2062.61,Education,Education expense
2/18/2023,4165.16,Transport,Transport expense
5/25/2023,1630.89,Health,Health expense
8/16/2024,4074.92,Education,Education expense
7/17/2025,4237.18,Shopping,Shopping expense
10/11/2025,1421.57,Shopping,Shopping expense
12/20/2025,722.92,Education,Education expense
6/29/2024,533.08,Transport,Transport expense
11/9/2024,1617.07,Utilities,Utilities expense
7/23/2024,4187.42,Education,Education expense
10/7/2025,4988.03,Education,Education expense
2/4/2025,1721.77,Education,Education expense
1/22/2024,4540.1,Transport,Transport expense
3/31/2025,3598.91,Utilities,Utilities expense
6/12/2025,3918.51,Education,Education expense
7/17/2023,3817.6,Education,Education expense
4/2/2025,979.2,Utilities,Utilities expense
6/23/2025,3221.6,Education,Education expense
1/17/2024,4384.94,Entertainment,Entertainment expense
5/30/2023,3675.97,Health,Health expense
10/10/2023,743.63,Education,Education expense
6/25/2025,885.09,Utilities,Utilities expense
12/20/2023,1100.37,Health,Health expense
3/23/2023,1465.75,Utilities,Utilities expense
4/25/2025,4629.34,Transport,Transport expense
12/25/2023,647.84,Health,Health expense
1/13/2024,283.82,Transport,Transport expense
9/14/2024,556.55,Education,Education expense
5/26/2025,179.3,Utilities,Utilities expense
6/7/2023,3817.62,Entertainment,Entertainment expense
2/4/2023,2391.61,Shopping,Shopping expense
7/24/2024,4155.49,Entertainment,Entertainment expense
9/9/2024,681.1,Shopping,Shopping expense
1/30/2024,2108.4,Education,Education expense
8/28/2025,4116.1,Entertainment,Entertainment expense
5/11/2024,234.95,Transport,Transport expense
6/19/2024,1565.09,Health,Health expense
2/5/2025,1149.92,Transport,Transport expense
8/14/2023,2251.59,Shopping,Shopping expense
10/12/2025,1496.53,Shopping,Shopping expense
5/5/2024,255.78,Entertainment,Entertainment expense
6/1/2025,1046.08,Food,Food expense
7/23/2023,3288.06,Entertainment,Entertainment expense
6/15/2025,3089.64,Utilities,Utilities expense
4/1/2024,3575.44,Transport,Transport expense
7/6/2024,2380.46,Education,Education expense
5/8/2025,2071.06,Education,Education expense
12/2/2025,2028.2,Health,Health expense
11/11/2024,4995.7,Shopping,Shopping expense
8/16/2025,4858.8,Shopping,Shopping expense
1/21/2025,2043.6,Utilities,Utilities expense
4/2/2023,2752.95,Education,Education expense
9/4/2023,2311.22,Food,Food expense
3/15/2025,2085.74,Food,Food expense
1/2/2024,4088.95,Shopping,Shopping expense
11/14/2023,2151.24,Utilities,Utilities expense
3/15/2024,4060.9,Utilities,Utilities expense
3/21/2025,407.29,Shopping,Shopping expense
7/10/2023,2811.83,Education,Education expense
10/23/2025,2908.91,Food,Food expense
9/29/2024,4123.72,Food,Food expense
10/23/2023,1137.01,Education,Education expense
6/18/2023,1810.91,Food,Food expense
2/10/2024,218.53,Food,Food expense
2/13/2025,818.1,Health,Health expense
10/24/2023,1235.68,Shopping,Shopping expense
6/12/2024,2482.62,Health,Health expense
6/4/2024,3125.38,Shopping,Shopping expense
6/13/2025,4281.48,Transport,Transport expense
10/16/2025,1357.93,Utilities,Utilities expense
7/18/2023,3463.84,Shopping,Shopping expense
3/28/2023,1560.65,Utilities,Utilities expense
5/12/2025,1220.8,Entertainment,Entertainment expense
5/28/2023,2853.65,Transport,Transport expense
2/15/2025,3095.1,Education,Education expense
6/5/2024,2018.79,Shopping,Shopping expense
8/3/2023,3369.5,Food,Food expense
4/16/2024,307.54,Health,Health expense
12/19/2023,1175.48,Shopping,Shopping expense
7/4/2025,2220.87,Education,Education expense
1/24/2025,2491.17,Shopping,Shopping expense
4/13/2024,805.5,Utilities,Utilities expense
3/19/2025,1340.73,Utilities,Utilities expense
9/27/2023,1865.11,Utilities,Utilities expense
4/4/2025,1405.08,Utilities,Utilities expense
11/16/2024,4309.83,Shopping,Shopping expense
3/9/2024,1733.51,Food,Food expense
8/16/2023,382.98,Education,Education expense
2/16/2023,101.26,Transport,Transport expense
2/7/2025,93.04,Utilities,Utilities expense
3/24/2024,4597.44,Transport,Transport expense
6/21/2023,1420.22,Health,Health expense
12/9/2023,1523.92,Utilities,Utilities expense
7/13/2024,636.02,Food,Food expense
9/4/2024,4790.89,Transport,Transport expense
4/29/2023,964.43,Utilities,Utilities expense
5/7/2024,303.61,Utilities,Utilities expense
5/26/2024,1116.4,Shopping,Shopping expense
8/29/2023,1213.52,Shopping,Shopping expense
8/5/2025,1341.96,Transport,Transport expense
2/2/2023,4693.95,Food,Food expense
5/30/2023,850.48,Entertainment,Entertainment expense
6/28/2025,1469.0,Entertainment,Entertainment expense
3/26/2025,4993.31,Health,Health expense
5/22/2025,4563.26,Health,Health expense
9/25/2024,3010.42,Utilities,Utilities expense
9/5/2023,1235.08,Health,Health expense
9/7/2025,2131.51,Shopping,Shopping expense
3/21/2025,957.29,Food,Food expense
10/4/2025,1500.34,Shopping,Shopping expense
8/6/2024,1069.95,Transport,Transport expense
1/16/2024,2329.62,Shopping,Shopping expense
9/4/2023,1406.66,Shopping,Shopping expense
9/30/2024,4305.95,Entertainment,Entertainment expense
5/1/2023,3235.03,Food,Food expense
3/14/2023,1367.02,Transport,Transport expense
11/25/2025,3739.9,Shopping,Shopping expense
11/2/2024,1969.85,Entertainment,Entertainment expense
4/27/2024,404.4,Transport,Transport expense
12/16/2023,3770.17,Utilities,Utilities expense
6/12/2025,1323.5,Utilities,Utilities expense
11/23/2023,1287.52,Utilities,Utilities expense
10/3/2025,1904.02,Food,Food expense
2/19/2025,1054.09,Utilities,Utilities expense
12/4/2025,4051.16,Entertainment,Entertainment expense
12/31/2023,1495.44,Utilities,Utilities expense
7/30/2024,3774.93,Health,Health expense
10/23/2024,3317.76,Shopping,Shopping expense
12/25/2025,4796.12,Education,Education expense
4/6/2025,1888.96,Entertainment,Entertainment expense
1/27/2024,4601.94,Entertainment,Entertainment expense
5/24/2025,540.34,Shopping,Shopping expense
11/22/2023,2939.56,Transport,Transport expense
1/11/2023,507.91,Shopping,Shopping expense
4/29/2025,2690.15,Education,Education expense
2/24/2025,1145.81,Food,Food expense
10/26/2025,3413.69,Transport,Transport expense
1/14/2023,1508.05,Food,Food expense
5/18/2025,4515.98,Shopping,Shopping expense
7/6/2024,4017.01,Health,Health expense
4/21/2024,4666.05,Education,Education expense
1/13/2024,2060.21,Entertainment,Entertainment expense
4/12/2023,3859.87,Shopping,Shopping expense
12/13/2024,1152.0,Education,Education expense
5/26/2025,318.25,Utilities,Utilities expense
3/13/2025,3892.07,Entertainment,Entertainment expense
12/10/2023,2822.54,Health,Health expense
10/8/2025,4097.22,Education,Education expense
6/5/2025,2405.95,Utilities,Utilities expense
5/13/2025,3295.38,Food,Food expense
12/5/2025,2807.62,Transport,Transport expense
12/5/2023,2106.37,Entertainment,Entertainment expense
6/25/2025,1899.35,Transport,Transport expense
11/13/2025,1602.79,Utilities,Utilities expense
1/5/2024,135.19,Shopping,Shopping expense
2/29/2024,952.4,Transport,Transport expense
10/11/2025,4090.28,Utilities,Utilities expense
3/31/2025,548.12,Food,Food expense
8/22/2024,1279.65,Shopping,Shopping expense
8/7/2023,146.61,Health,Health expense
9/30/2023,4686.2,Transport,Transport expense
2/23/2024,1168.91,Education,Education expense
12/18/2024,2990.9,Transport,Transport expense
1/26/2023,4832.54,Health,Health expense
12/9/2023,2420.09,Food,Food expense
3/17/2025,556.37,Entertainment,Entertainment expense
9/3/2024,4782.0,Utilities,Utilities expense
10/25/2025,287.89,Entertainment,Entertainment expense
8/7/2025,417.45,Transport,Transport expense
3/1/2024,3525.13,Entertainment,Entertainment expense
5/9/2025,2857.9,Shopping,Shopping expense
1/2/2023,3708.02,Shopping,Shopping expense
8/21/2024,4850.3,Health,Health expense
10/1/2023,2160.47,Food,Food expense
11/10/2025,3506.19,Education,Education expense
5/24/2023,4696.45,Food,Food expense
6/21/2023,3028.69,Education,Education expense
9/21/2024,242.23,Education,Education expense
7/14/2024,3589.07,Health,Health expense
1/31/2025,469.87,Education,Education expense
4/20/2024,2390.09,Health,Health expense
2/14/2023,3345.94,Education,Education expense
8/15/2024,934.6,Food,Food expense
3/14/2025,1406.33,Shopping,Shopping expense
11/20/2024,3430.4,Transport,Transport expense
1/24/2025,1337.22,Food,Food expense
3/21/2024,4013.1,Health,Health expense
12/4/2024,613.4,Education,Education expense
4/8/2025,4438.55,Entertainment,Entertainment expense
4/20/2025,4327.37,Utilities,Utilities expense
9/9/2025,344.22,Entertainment,Entertainment expense
10/8/2025,3014.7,Entertainment,Entertainment expense
5/11/2025,1221.16,Utilities,Utilities expense
12/20/2023,2726.93,Transport,Transport expense
7/2/2024,3368.09,Entertainment,Entertainment expense
2/13/2025,1221.72,Education,Education expense
12/16/2023,3834.64,Utilities,Utilities expense
4/22/2024,1300.73,Health,Health expense
4/7/2025,4519.11,Education,Education expense
12/4/2023,2118.37,Transport,Transport expense
7/10/2025,3455.54,Transport,Transport expense
12/2/2024,667.27,Entertainment,Entertainment expense
10/31/2024,3219.43,Health,Health expense
4/5/2023,1066.97,Health,Health expense
9/26/2024,4302.67,Shopping,Shopping expense
10/24/2023,260.47,Shopping,Shopping expense
3/5/2025,4671.45,Health,Health expense
12/13/2024,1607.72,Food,Food expense
9/13/2023,4141.54,Health,Health expense
10/18/2024,1763.77,Entertainment,Entertainment expense
10/27/2023,1960.23,Shopping,Shopping expense
3/20/2023,155.27,Education,Education expense
1/20/2025,4799.99,Food,Food expense
12/7/2024,448.91,Food,Food expense
5/30/2024,71.44,Transport,Transport expense
1/31/2025,4621.47,Education,Education expense
6/30/2024,3209.42,Entertainment,Entertainment expense
8/18/2025,2559.58,Health,Health expense
2/11/2025,3358.8,Health,Health expense
6/30/2025,4149.26,Health,Health expense
12/22/2023,600.71,Education,Education expense
7/28/2023,1510.7,Education,Education expense
9/25/2025,179.23,Food,Food expense
6/7/2025,4383.89,Food,Food expense
6/28/2023,4766.26,Health,Health expense
3/6/2023,4374.72,Entertainment,Entertainment expense
5/27/2024,2400.97,Utilities,Utilities expense
3/20/2023,4712.01,Entertainment,Entertainment expense
1/3/2025,3417.89,Food,Food expense
10/17/2024,3859.57,Transport,Transport expense
1/31/2024,1283.37,Shopping,Shopping expense
8/17/2023,928.24,Health,Health expense
6/17/2024,183.73,Transport,Transport expense
12/13/2025,1824.55,Food,Food expense
3/16/2023,3857.93,Education,Education expense
9/12/2024,4071.1,Health,Health expense
4/5/2025,2871.02,Shopping,Shopping expense
9/8/2025,4572.67,Education,Education expense
5/15/2024,3970.94,Food,Food expense
9/14/2023,3700.34,Health,Health expense
5/18/2023,1348.71,Shopping,Shopping expense
1/13/2024,448.88,Food,Food expense
2/21/2025,1171.45,Entertainment,Entertainment expense
5/2/2023,1434.79,Education,Education expense
9/27/2023,942.48,Shopping,Shopping expense
2/23/2023,2158.92,Shopping,Shopping expense
10/1/2025,1777.69,Education,Education expense
5/6/2023,4508.32,Utilities,Utilities expense
9/19/2024,929.05,Utilities,Utilities expense
4/23/2023,1067.97,Entertainment,Entertainment expense
9/30/2023,2898.35,Shopping,Shopping expense
3/26/2024,4912.53,Transport,Transport expense
2/3/2023,1646.99,Education,Education expense
9/16/2024,3586.77,Health,Health expense
2/5/2025,859.32,Shopping,Shopping expense
9/13/2025,4791.51,Health,Health expense
5/27/2024,4816.13,Education,Education expense
8/29/2024,1780.39,Shopping,Shopping expense
2/8/2024,2794.44,Food,Food expense
8/25/2024,2960.3,Education,Education expense
5/21/2024,1631.57,Health,Health expense
2/11/2024,4103.76,Education,Education expense
3/19/2024,627.68,Utilities,Utilities expense
5/26/2025,4668.84,Health,Health expense
3/18/2023,4302.23,Food,Food expense
4/13/2024,823.75,Transport,Transport expense
7/13/2025,2843.66,Utilities,Utilities expense
4/9/2023,3783.78,Entertainment,Entertainment expense
5/18/2024,2452.7,Transport,Transport expense
4/25/2025,4689.74,Education,Education expense
5/15/2023,2561.06,Shopping,Shopping expense
10/21/2024,571.57,Shopping,Shopping expense
8/6/2024,1873.93,Food,Food expense
6/10/2024,363.65,Food,Food expense
4/21/2023,102.14,Entertainment,Entertainment expense
12/20/2025,1228.15,Education,Education expense
7/29/2024,651.62,Entertainment,Entertainment expense
2/18/2025,1239.24,Food,Food expense
9/14/2025,3900.14,Shopping,Shopping expense
6/6/2023,3165.81,Food,Food expense
4/26/2025,624.73,Entertainment,Entertainment expense
8/10/2023,1725.73,Utilities,Utilities expense
10/31/2023,855.33,Transport,Transport expense
12/5/2023,3241.52,Entertainment,Entertainment expense
9/14/2024,4955.61,Shopping,Shopping expense
7/3/2023,1335.81,Shopping,Shopping expense
8/21/2024,522.15,Entertainment,Entertainment expense
10/13/2024,2847.82,Transport,Transport expense
5/30/2023,3269.78,Health,Health expense
6/20/2024,1809.67,Food,Food expense
2/7/2024,2444.59,Utilities,Utilities expense
11/29/2024,2810.58,Transport,Transport expense
5/31/2024,2584.74,Shopping,Shopping expense
10/3/2025,1963.77,Transport,Transport expense
3/8/2024,4529.53,Education,Education expense
8/17/2025,2197.93,Transport,Transport expense
6/18/2024,410.5,Food,Food expense
